ProductId,CanonicalName,BrandMode,Count,PriceMedian,PriceMin,PriceMax,NegFlagRate,RepresentativeTitle,RepresentativeLink,BlockKey,Embedder,ProductThreshold
383,stonefly collectors edition,No brand,1,42.7,42.7,42.7,0.0,Stonefly collectors edition,https://www.vinted.it/items/8119506761-stonefly-collectors-edition?referrer=catalog,no brand__toks__stonefly-collectors,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
385,street of rage anniversary edition ps4,No brand,1,42.7,42.7,42.7,0.0,Street of Rage 4 Anniversary Edition – PS4,https://www.vinted.it/items/8104191378-street-of-rage-4-anniversary-edition-ps4?referrer=catalog,no brand__toks__street-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
390,sword of the vagrant ps4,No brand,1,42.7,42.7,42.7,0.0,Sword of the Vagrant ps4,https://www.vinted.it/items/8118658504-sword-of-the-vagrant-ps4?referrer=catalog,no brand__toks__sword-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
396,the division horizon rainbowsix siege,No brand,1,42.7,42.7,42.7,0.0,The division+ horizon+rainbowsix|siege,https://www.vinted.it/items/8093475617-the-division-horizonrainbowsixsiege?referrer=catalog,no brand__toks__the-division,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
406,the walking dead telltale series collection ps4,No brand,1,42.7,42.7,42.7,0.0,The walking dead the telltale series collection ps4,https://www.vinted.it/items/8097322725-the-walking-dead-the-telltale-series-collection-ps4?referrer=catalog,no brand__toks__the-walking,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
420,valkyrie chronicles promo ps4,No brand,1,42.7,42.7,42.7,0.0,Valkyrie Chronicles 4 - PROMO - ps4,https://www.vinted.it/items/8093313567-valkyrie-chronicles-4-promo-ps4?referrer=catalog,no brand__toks__valkyrie-chronicles,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
426,videogioco playstation hodden agenda nuovo sigillato,No brand,1,42.7,42.7,42.7,0.0,videogioco playstation 4 hodden.agenda nuovo sigillato,https://www.vinted.it/items/8115894503-videogioco-playstation-4-hoddenagenda-nuovo-sigillato?referrer=catalog,no brand__toks__videogioco-playstation,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
427,videogioco sapere potere playstation,No brand,1,42.7,42.7,42.7,0.0,videogioco sapere e potere playstation 4,https://www.vinted.it/items/8115913305-videogioco-sapere-e-potere-playstation-4?referrer=catalog,no brand__toks__videogioco-sapere,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
436,wwe 2k25 ps4 precintado,No brand,1,42.7,42.7,42.7,0.0,WWE 2K25 PS4 Precintado,https://www.vinted.it/items/8113630968-wwe-2k25-ps4-precintado?referrer=catalog,no brand__toks__wwe-2k25,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
441,zone of the enders ps4,No brand,1,42.7,42.7,42.7,0.0,Zone of the Enders Ps4,https://www.vinted.it/items/8118404927-zone-of-the-enders-ps4?referrer=catalog,no brand__toks__zone-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
442,casque gaming,oniverse,1,42.7,42.7,42.7,0.0,Casque Gaming,https://www.vinted.it/items/8108346835-casque-gaming?referrer=catalog,oniverse__toks__casque-gaming,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
454,volante ps4,playsmart,1,42.7,42.7,42.7,0.0,Volante ps4,https://www.vinted.it/items/8121542035-volante-ps4?referrer=catalog,playsmart__toks__volante-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
457,game tv stick 8k ultra hd retro konsole mit uber,PlayStation,1,42.7,42.7,42.7,0.0,Game TV Stick 8K Ultra HD – Retro Konsole mit über 15.000 Spielen,https://www.vinted.it/items/8115822936-game-tv-stick-8k-ultra-hd-retro-konsole-mit-uber-15000-spielen?referrer=catalog,playstation__codes__15-000,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
481,dualshock ps4 original,PlayStation,1,42.7,42.7,42.7,0.0,Dualshock Ps4 original,https://www.vinted.it/items/8101000138-dualshock-ps4-original?referrer=catalog,playstation__toks__dualshock-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
489,manette compatible avec pc et ps4,PlayStation,1,42.7,42.7,42.7,0.0,Manette compatible avec PC et PS4,https://www.vinted.it/items/8105959458-manette-compatible-avec-pc-et-ps4?referrer=catalog,playstation__toks__manette-compatible,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
490,manette dualshock,PlayStation,1,42.7,42.7,42.7,0.0,Manette dualshock 4,https://www.vinted.it/items/8092290600-manette-dualshock-4?referrer=catalog,playstation__toks__manette-dualshock,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
522,power fusion pro controller ps4,PlayStation,1,42.7,42.7,42.7,0.0,Power-a fusion pro controller ps4,https://www.vinted.it/items/8088946361-power-a-fusion-pro-controller-ps4?referrer=catalog,playstation__toks__power-fusion,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
525,ps vr aim controler,PlayStation,1,42.7,42.7,42.7,0.0,Ps vr aim controler,https://www.vinted.it/items/8122462926-ps-vr-aim-controler?referrer=catalog,playstation__toks__ps-vr,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
532,ps4 controller,PlayStation,1,42.7,42.7,42.7,0.0,Ps4 controller,https://www.vinted.it/items/8123270251-ps4-controller?referrer=catalog,playstation__toks__ps4-controller,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
553,strike pack dominator v2,PlayStation,1,42.7,42.7,42.7,0.0,Strike pack dominator V2,https://www.vinted.it/items/8097375941-strike-pack-dominator-v2?referrer=catalog,playstation__toks__strike-pack,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
565,volante da gaming playstation,PlayStation,1,42.7,42.7,42.7,0.0,volante da gaming playstation 4/3,https://www.vinted.it/items/8099784889-volante-da-gaming-playstation-43?referrer=catalog,playstation__toks__volante-da,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
577,neuf jardin interieur pret pousser modulo,prêt a pousser,1,42.7,42.7,42.7,0.0,[Neuf] Jardin d’intérieur Prêt à pousser Modulo,https://www.vinted.it/items/8100902273-neuf-jardin-dinterieur-pret-a-pousser-modulo?referrer=catalog,pret a pousser__toks__neuf-jardin,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
580,de tres joli lot neuf bandes polo roses,PS of Sweden,1,42.7,42.7,42.7,0.0,Très joli lot neuf de 4 bandes de polo roses,https://www.vinted.it/items/8109722862-tres-joli-lot-neuf-de-4-bandes-de-polo-roses?referrer=catalog,ps of sweden__toks__tres-joli,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
614,controller ps4 red,Sony,1,42.7,42.7,42.7,0.0,Controller PS4 RED,https://www.vinted.it/items/8092976363-controller-ps4-red?referrer=catalog,sony__toks__controller-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
667,mando spark n5 nuevo,Spark,1,42.7,42.7,42.7,0.0,Mando Spark N5 NUEVO!!,https://www.vinted.it/items/8104112866-mando-spark-n5-nuevo?referrer=catalog,spark__toks__mando-spark,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
135,call of duty black ops,No brand,1,44.8,44.8,44.8,0.0,Call of duty black Ops 7,https://www.vinted.it/items/8108986488-call-of-duty-black-ops-7?referrer=catalog,no brand__toks__call-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
344,ps5 game,No brand,1,44.8,44.8,44.8,0.0,Ps5 game S.t.a.l.k.e.r 2,https://www.vinted.it/items/8086342522-ps5-game-stalker-2?referrer=catalog,no brand__toks__ps5-game,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
560,volant et pedales playstation,PlayStation,1,44.8,44.8,44.8,0.0,Volant et pédales playstation,https://www.vinted.it/items/8123349706-volant-et-pedales-playstation?referrer=catalog,playstation__toks__volant-et,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
621,mando ps4 dualshock inalambrico sony,Sony,1,44.8,44.8,44.8,0.0,Mando PS4 Dualshock 4 Inalámbrico Sony,https://www.vinted.it/items/8105405734-mando-ps4-dualshock-4-inalambrico-sony?referrer=catalog,sony__toks__mando-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
262,like dragon gaiden man who erased his name,No brand,1,45.85,45.85,45.85,1.0,N Like a Dragon Gaiden Man Who Erased His Name 4,https://www.vinted.it/items/8123815533-n-like-a-dragon-gaiden-man-who-erased-his-name-4?referrer=catalog,no brand__toks__like-dragon,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
699,kit xtreme controller cuffia per ps4,Xtreme,1,45.85,45.85,45.85,0.0,Kit xtreme controller+cuffia per ps4,https://www.vinted.it/items/8111773913-kit-xtreme-controllercuffia-per-ps4?referrer=catalog,xtreme__toks__kit-xtreme,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
397,the elder scrolls skyrim anniversary edition jeu sony playstation ps4,No brand,1,46.9,46.9,46.9,0.0,The Elder Scrolls V: Skyrim – Anniversary Edition – jeu Sony PlayStation 4 PS4,https://www.vinted.it/items/8123553689-the-elder-scrolls-v-skyrim-anniversary-edition-jeu-sony-playstation-4-ps4?referrer=catalog,no brand__toks__the-elder,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
82,the king of fighters 2000 lrg ps4 playstation new,No brand,1,47.94,47.94,47.94,0.0,The King of Fighters 2000 LRG PS4 Playstation 4 New,https://www.vinted.it/items/8088517576-the-king-of-fighters-2000-lrg-ps4-playstation-4-new?referrer=catalog,no brand__codes__2000,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
144,clock tower playstation ps4 limited run games lrg,No brand,1,47.94,47.94,47.94,0.0,Clock Tower Playstation 4 PS4 Limited Run Games LRG,https://www.vinted.it/items/8112703066-clock-tower-playstation-4-ps4-limited-run-games-lrg?referrer=catalog,no brand__toks__clock-tower,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
361,senko no ronde neuf playstation ps4,No brand,1,47.94,47.94,47.94,0.0,Senko no Ronde 2 neuf PlayStation 4 ps4,https://www.vinted.it/items/8087922858-senko-no-ronde-2-neuf-playstation-4-ps4?referrer=catalog,no brand__toks__senko-no,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
4,volante ps4 ps5,Apex,1,47.95,47.95,47.95,0.0,Volante Ps4/Ps5,https://www.vinted.it/items/8094047542-volante-ps4ps5?referrer=catalog,apex__toks__volante-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
13,mando para ps4,De,1,47.95,47.95,47.95,0.0,Mando  para PS4,https://www.vinted.it/items/8088427183-mando-para-ps4?referrer=catalog,de__toks__mando-para,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
22,gamesir vx2 aimbox,GameSir,1,47.95,47.95,47.95,0.0,Gamesir vx2 aimbox,https://www.vinted.it/items/8103705144-gamesir-vx2-aimbox?referrer=catalog,gamesir__toks__gamesir-vx2,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
38,volant de jeu,JEU,1,47.95,47.95,47.95,0.0,Volant de jeu,https://www.vinted.it/items/8099962239-volant-de-jeu?referrer=catalog,jeu__toks__volant-de,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
62,casque gaming bluetooth rig 600 pro nacon,NACON,1,47.95,47.95,47.95,0.0,Casque gaming bluetooth RIG 600 Pro NACON,https://www.vinted.it/items/8090229704-casque-gaming-bluetooth-rig-600-pro-nacon?referrer=catalog,nacon__codes__600,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
65,manette ps4,NACON,1,47.95,47.95,47.95,0.0,Manette ps4,https://www.vinted.it/items/8118183081-manette-ps4?referrer=catalog,nacon__toks__manette-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
108,astro bot rescue misssion,No brand,1,47.95,47.95,47.95,0.0,Astro Bot Rescue Misssion,https://www.vinted.it/items/8107365564-astro-bot-rescue-misssion-fur-ps4-spiel?referrer=catalog,no brand__toks__astro-bot,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
116,bayonetta vanquish edition steelbook ps4 sega,No brand,1,47.95,47.95,47.95,0.0,Bayonetta & Vanquish – Édition Steelbook PS4 (SEGA),https://www.vinted.it/items/8104535240-bayonetta-vanquish-edition-steelbook-ps4-sega?referrer=catalog,no brand__toks__bayonetta-vanquish,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
117,bite the bullet ps4,No brand,1,47.95,47.95,47.95,0.0,Bite The Bullet Ps4,https://www.vinted.it/items/8112708402-bite-the-bullet-ps4?referrer=catalog,no brand__toks__bite-the,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
149,commandos origins ps5 estrenar,No brand,1,47.95,47.95,47.95,0.0,Commandos Origins PS5 (A Estrenar).,https://www.vinted.it/items/8121539267-commandos-origins-ps5-a-estrenar?referrer=catalog,no brand__toks__commandos-origins,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
156,danganronpa trilogy ps4 spiel v1,No brand,1,47.95,47.95,47.95,0.0,Danganronpa Trilogy Ps4 Spiel V1,https://www.vinted.it/items/8108841407-danganronpa-trilogy-ps4-spiel-v1-v2-v3?referrer=catalog,no brand__toks__danganronpa-trilogy,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
199,frostpunk console edition ps4,No brand,1,47.95,47.95,47.95,0.0,Frostpunk console edition ps4 🇲🇫,https://www.vinted.it/items/8118330571-frostpunk-console-edition-ps4?referrer=catalog,no brand__toks__frostpunk-console,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
207,gioco uncharted ps4 utilizzabile su ps5,No brand,1,47.95,47.95,47.95,0.0,gioco uncharted ps4 utilizzabile su ps5,https://www.vinted.it/items/8115446609-gioco-uncharted-ps4-utilizzabile-su-ps5?referrer=catalog,no brand__toks__gioco-uncharted,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
225,inside limbo ps4,No brand,1,47.95,47.95,47.95,0.0,Inside + limbo PS4,https://www.vinted.it/items/8094923782-inside-limbo-ps4?referrer=catalog,no brand__toks__inside-limbo,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
226,jeu deadisland ps4,No brand,1,47.95,47.95,47.95,0.0,🇫🇷 jeu Deadisland 2 ps4,https://www.vinted.it/items/8060742909-jeu-deadisland-2-ps4?referrer=catalog,no brand__toks__jeu-deadisland,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
228,jeu nba ps4,No brand,1,47.95,47.95,47.95,0.0,Jeu NBA ps4,https://www.vinted.it/items/8111587037-jeu-nba-ps4?referrer=catalog,no brand__toks__jeu-nba,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
234,jeu ps4 sword and fairy together forever deluxe edition neuf,No brand,1,47.95,47.95,47.95,0.0,Jeu ps4 sword and fairy together forever deluxe édition neuf,https://www.vinted.it/items/8086386798-jeu-ps4-sword-and-fairy-together-forever-deluxe-edition-neuf?referrer=catalog,no brand__toks__jeu-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
282,medievil poster de madera infografia en ingles,No brand,1,47.95,47.95,47.95,0.0,MediEvil Poster de madera infografía en inglés,https://www.vinted.it/items/8107294404-medievil-poster-de-madera-infografia-en-ingles?referrer=catalog,no brand__toks__medievil-poster,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
317,playstation spiel,No brand,1,47.95,47.95,47.95,0.0,Playstation 4 Spiel,https://www.vinted.it/items/8107426732-playstation-4-spiel?referrer=catalog,no brand__toks__playstation-spiel,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
382,stonefly collector edition playstation ps4 sous blister,No brand,1,47.95,47.95,47.95,0.0,stonefly collector's edition playstation 4 ps4 sous blister,https://www.vinted.it/items/8086685484-stonefly-collectors-edition-playstation-4-ps4-sous-blister?referrer=catalog,no brand__toks__stonefly-collector,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
404,the lion song precintado nintendo switch,No brand,1,47.95,47.95,47.95,0.0,The Lion's Song (Precintado) - Nintendo Switch,https://www.vinted.it/items/8122070992-the-lions-song-precintado-nintendo-switch?referrer=catalog,no brand__toks__the-lion,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
409,titolo annuncio uncharted raccolta eredita dei ladri ps5 nuovo sigillato,No brand,1,47.95,47.95,47.95,0.0,Titolo Annuncio: Uncharted: Raccolta L'Eredità dei Ladri - PS5 Nuovo/sigillato,https://www.vinted.it/items/8095630268-titolo-annuncio-uncharted-raccolta-leredita-dei-ladri-ps5-nuovosigillato?referrer=catalog,no brand__toks__titolo-annuncio,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
448,casque sans fil pour ps5 et ps4,Pdp,1,47.95,47.95,47.95,0.0,Casque sans fil pour PS5 et PS4,https://www.vinted.it/items/8095050048-casque-sans-fil-pour-ps5-et-ps4?referrer=catalog,pdp__toks__casque-sans,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
482,fighting stick mini,PlayStation,1,47.95,47.95,47.95,0.0,fighting stick mini,https://www.vinted.it/items/8100514709-fighting-stick-mini?referrer=catalog,playstation__toks__fighting-stick,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
487,mandos ps4,PlayStation,1,47.95,47.95,47.95,0.0,2 mandos PS4,https://www.vinted.it/items/8105922785-2-mandos-ps4?referrer=catalog,playstation__toks__mandos-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
497,pedali volanti per ps4,PlayStation,1,47.95,47.95,47.95,0.0,Pedali a volanti per Ps4/5,https://www.vinted.it/items/8088609853-pedali-a-volanti-per-ps45?referrer=catalog,playstation__toks__pedali-volanti,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
541,ps4 pc bt controller razer raiju tournament edition,PlayStation,1,47.95,47.95,47.95,0.0,PS4/PC/BT Controller Razer Raiju Tournament Edition,https://www.vinted.it/items/8099864022-ps4pcbt-controller-razer-raiju-tournament-edition?referrer=catalog,playstation__toks__ps4-pc,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
581,mules ps poelman mag beige camel daim t38 plateforme confort,PS,1,47.95,47.95,47.95,0.0,Mules PS Poelman MAG beige camel daim T38 - Plateforme confort Neuves,https://www.vinted.it/items/8109990179-mules-ps-poelman-mag-beige-camel-daim-t38-plateforme-confort-neuves?referrer=catalog,ps__codes__t38,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
587,volant et pedales play,PXN,1,47.95,47.95,47.95,0.0,Volant et pédales play,https://www.vinted.it/items/8101409357-volant-et-pedales-play?referrer=catalog,pxn__toks__volant-et,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
602,pack mandos ps4 nuevos rojo azul,sin marca,1,47.95,47.95,47.95,0.0,Pack 2 mandos PS4 nuevos rojo y azul,https://www.vinted.it/items/8115143971-pack-2-mandos-ps4-nuevos-rojo-y-azul?referrer=catalog,sin marca__toks__pack-mandos,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
682,eswap pro crontroller,Thrustmaster,1,47.95,47.95,47.95,0.0,Eswap pro crontroller,https://www.vinted.it/items/8102575188-eswap-pro-crontroller?referrer=catalog,thrustmaster__toks__eswap-pro,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
688,volant thrustmaster,Thrustmaster,1,47.95,47.95,47.95,0.0,Volant thrustmaster,https://www.vinted.it/items/8110441396-volant-thrustmaster?referrer=catalog,thrustmaster__toks__volant-thrustmaster,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
694,trust headset gxt 498b forta roos,Trust,1,47.95,47.95,47.95,0.0,Trust headset GXT 498B Forta Roos,https://www.vinted.it/items/8092682327-trust-headset-gxt-498b-forta-roos?referrer=catalog,trust__toks__trust-headset,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
238,jeu steelbook catherine full body ps4,No brand,1,49.0,49.0,49.0,0.0,Jeu Steelbook Catherine full body Ps4,https://www.vinted.it/items/8091796282-jeu-steelbook-catherine-full-body-ps4?referrer=catalog,no brand__toks__jeu-steelbook,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
381,steelbook assassin creed odyssey jeu non inclus,No brand,1,49.0,49.0,49.0,0.0,Steelbook Assassin’s Creed Odyssey (jeu non-inclus),https://www.vinted.it/items/8122393180-steelbook-assassins-creed-odyssey-jeu-non-inclus?referrer=catalog,no brand__toks__steelbook-assassin,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
289,metro,No brand,1,49.53,49.53,49.53,0.0,Metro,https://www.vinted.it/items/8100904465-metro?referrer=catalog,no brand__toks__metro,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
269,lot kits urgences randonnee survie,No brand,1,50.05,50.05,50.05,0.0,Lot 4 kits urgences/randonnée/survie,https://www.vinted.it/items/8101209226-lot-4-kits-urgencesrandonneesurvie?referrer=catalog,no brand__toks__lot-kits,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
57,majestic autoradio coppia altoparlanti,Majestic,1,51.1,51.1,51.1,0.0,Majestic Autoradio + Coppia Altoparlanti,https://www.vinted.it/items/8091129074-majestic-autoradio-coppia-altoparlanti?referrer=catalog,majestic__toks__majestic-autoradio,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
97,aeterna noctis caos box edition ps4 precintado,No brand,1,51.1,51.1,51.1,0.0,Aeterna Noctis Caos BOX Edition ps4 Precintado,https://www.vinted.it/items/8117674974-aeterna-noctis-caos-box-edition-ps4-precintado?referrer=catalog,no brand__toks__aeterna-noctis,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
110,attacco dei giganti short stories,No brand,1,51.1,51.1,51.1,0.0,L'attacco dei giganti Short Stories 1-2-3-4-5,https://www.vinted.it/items/8090556068-lattacco-dei-giganti-short-stories-1-2-3-4-5?referrer=catalog,no brand__toks__attacco-dei,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
471,comando ps5 ps4,PlayStation,1,51.1,51.1,51.1,0.0,Comando Ps5 + Comando Ps4,https://www.vinted.it/items/8120478531-comando-ps5-comando-ps4?referrer=catalog,playstation__toks__comando-ps5,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
592,volante qubick racing wheel,Racing,1,51.1,51.1,51.1,0.0,Volante qubick racing wheel,https://www.vinted.it/items/8097751230-volante-qubick-racing-wheel?referrer=catalog,racing__toks__volante-qubick,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
597,samsung tv led serie,Samsung,1,51.1,51.1,51.1,0.0,Samsung TV led serie 4,https://www.vinted.it/items/8090106580-samsung-tv-led-serie-4?referrer=catalog,samsung__toks__samsung-tv,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
218,hitman edition steelbook ps4,No brand,1,52.15,52.15,52.15,0.0,Hitman Édition Steelbook (PS4),https://www.vinted.it/items/8094151876-hitman-edition-steelbook-ps4-square-enix?referrer=catalog,no brand__toks__hitman-edition,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
416,urban assault caja carton grande pc ed espanola nuevo precintado,No brand,1,52.15,52.15,52.15,0.0,UrBaN ASSauLT caja carton grande PC ed. española. Nuevo Precintado,https://www.vinted.it/items/8113838779-urban-assault-caja-carton-grande-pc-ed-espanola-nuevo-precintado?referrer=catalog,no brand__toks__urban-assault,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
433,watchdogs collector ps4,No brand,1,52.15,52.15,52.15,0.0,Watchdogs collector PS4,https://www.vinted.it/items/8117256298-watchdogs-collector-ps4?referrer=catalog,no brand__toks__watchdogs-collector,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
470,coffret watch dogs ps4,PlayStation,1,52.15,52.15,52.15,0.0,Coffret Watch dogs 2 ps4,https://www.vinted.it/items/8110893003-coffret-watch-dogs-2-ps4?referrer=catalog,playstation__toks__coffret-watch,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
90,tokyo 42 neuf playstation ps4,No brand,1,53.19,53.19,53.19,0.0,Tokyo 42 neuf PlayStation 4 ps4,https://www.vinted.it/items/8087775767-tokyo-42-neuf-playstation-4-ps4?referrer=catalog,no brand__codes__42,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
124,borderlands edicion super deluxe ps4 precintado,No brand,1,53.19,53.19,53.19,0.0,Borderlands 3 edicion super deluxe ps4 precintado,https://www.vinted.it/items/8120007155-borderlands-3-edicion-super-deluxe-ps4-precintado?referrer=catalog,no brand__toks__borderlands-edicion,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
188,enter the gungeon ps4 playstation neuf,No brand,1,53.19,53.19,53.19,0.0,Enter The Gungeon ps4 PlayStation 4 neuf,https://www.vinted.it/items/8088265292-enter-the-gungeon-ps4-playstation-4-neuf?referrer=catalog,no brand__toks__enter-the,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
210,gran turismo ps4,No brand,1,53.19,53.19,53.19,0.0,Gran Turismo 7 PS4,https://www.vinted.it/items/8090741406-gran-turismo-7-ps4?referrer=catalog,no brand__toks__gran-turismo,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
256,knights and bikes,No brand,1,53.19,53.19,53.19,0.0,Knights and bikes,https://www.vinted.it/items/8087639858-knights-and-bikes?referrer=catalog,no brand__toks__knights-and,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
276,mandos para playstation ud,No brand,1,53.19,53.19,53.19,0.0,Mandos para PlayStation 4 (3 Ud),https://www.vinted.it/items/8118938967-mandos-para-playstation-4-3-ud?referrer=catalog,no brand__toks__mandos-para,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
431,wanted dead coleccionista ps4 precintado,No brand,1,53.19,53.19,53.19,0.0,Wanted dead coleccionista ps4 precintado,https://www.vinted.it/items/8123789375-wanted-dead-coleccionista-ps4-precintado?referrer=catalog,no brand__toks__wanted-dead,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
8,comando ps4 ps5 gta,Batman,1,53.2,53.2,53.2,0.0,Comando PS4 e PS5 e GTA 5,https://www.vinted.it/items/8116962336-comando-ps4-e-ps5-e-gta-5?referrer=catalog,batman__toks__comando-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
30,volante ps4 con pedali hori rws,Hori,1,53.2,53.2,53.2,0.0,Volante ps4 con pedali HORI rws,https://www.vinted.it/items/8096655231-volante-ps4-con-pedali-hori-rws?referrer=catalog,hori__toks__volante-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
58,controller gaming manba one schermo led colori hall effect nuovo,manba,1,53.2,53.2,53.2,0.0,Controller Gaming Manba One - Schermo LED a colori - Hall Effect - NUOVO,https://www.vinted.it/items/8110201668-controller-gaming-manba-one-schermo-led-a-colori-hall-effect-nuovo?referrer=catalog,manba__toks__controller-gaming,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
