Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Upload_date,Images,SearchCount,Page,Title_norm,Brand_norm,EmbedText,ProductId,VariantId,VariantText,DealScore,DealNotes
FIFA 16,16.45,No brand,0,https://www.vinted.it/items/8274519576-fifa-16?referrer=catalog,0,8274519576,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00e21_NoAfe1Sc1Xuoa5yWtHWZMJgc/310x430/1772213784.webp?s=bc1626de1078ac2f7b0cfae51850600524fbbf3d,1,2,fifa 16,no brand,fifa 16 | no brand | 0,30,94,fifa 16,,new_variant_created
Video juego ps4 sin estrenar,16.45,No brand,0,https://www.vinted.it/items/8282741303-video-juego-ps4-sin-estrenar?referrer=catalog,0,8282741303,Sold,28/02/2026 19:53:13,,https://images1.vinted.net/t/06_01325_BBAzUZbqmTXygTUMgeoRcR4Z/310x430/1772300836.webp?s=b803b5318f1aadd1027d3ec4451d2d7ce4917e0b,1,1,video juego ps4 sin estrenar,no brand,video juego ps4 sin estrenar | no brand | 0,46,102,video juego ps4 sin estrenar,0.0,
Omegabot ps4 neuf sous blister,21.7,No brand,0,https://www.vinted.it/items/8271709404-omegabot-ps4-neuf-sous-blister?referrer=catalog,3,8271709404,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/03_023a1_NyUsR8ryLcKezET3cdG2RvXe/310x430/1772193565.webp?s=3263ab1f3a8a80d3cbcc6bdefc9ba317445eaa47,2,10,omegabot ps4 neuf sous blister,no brand,omegabot ps4 neuf sous blister | no brand | 0,-1,-1,,,unassigned_product
Jeu ps4 calisto protocol,16.45,No brand,0,https://www.vinted.it/items/8271643706-jeu-ps4-calisto-protocol?referrer=catalog,2,8271643706,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_024b4_f5hgy7BynRMeMn6vK41PWC1F/310x430/1772193047.webp?s=ebdad26be0ae6114dc6baef269837039f222ae7f,2,10,jeu ps4 calisto protocol,no brand,jeu ps4 calisto protocol | no brand | 0,-1,-1,,,unassigned_product
Watch dogs,7.53,No brand,0,https://www.vinted.it/items/8271488830-watch-dogs?referrer=catalog,3,8271488830,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_00ded_YS3ownz3MsM5iQdfeq28fqNu/310x430/1772191838.webp?s=5842f734b3711568ce5a0b16bd46fff2f6522558,2,10,watch dogs,no brand,watch dogs | no brand | 0,-1,-1,,,unassigned_product
Mafia + God of war Ragnarok,63.69,No brand,0,https://www.vinted.it/items/8271446406-mafia-god-of-war-ragnarok?referrer=catalog,12,8271446406,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_01634_42DiMPLnYmbkjL4yZyM3Co8V/310x430/1772191508.webp?s=ce35d87420ccd53777d7b2f282a8ee3870450c78,2,10,mafia god of war ragnarok,no brand,mafia god of war ragnarok | no brand | 0,-1,-1,,,unassigned_product
Little Town Hero 💥 Playstation 4 💥 New/Neuf/Nuevo,42.69,No brand,0,https://www.vinted.it/items/8271436242-little-town-hero-playstation-4-newneufnuevo?referrer=catalog,7,8271436242,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_0080b_QGxditNHFbsyax3SFJXFDfSZ/310x430/1772191429.webp?s=3fe60422e471a208e48f8b8dc11b4ec5dcb522ff,2,10,little town hero playstation 4 new neuf nuevo,no brand,little town hero playstation 4 new neuf nuevo | no brand | 0,-1,-1,,,unassigned_product
God of war ragnarok ps4,26.95,No brand,0,https://www.vinted.it/items/8271435916-god-of-war-ragnarok-ps4?referrer=catalog,0,8271435916,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/01_009cc_tfXdzcMvUnv6jBnJZn5KRygD/310x430/1772191426.webp?s=40113c936ff1ece3f3dcdc67aa8fa06391942cd4,2,10,god of war ragnarok ps4,no brand,god of war ragnarok ps4 | no brand | 0,32,113,god of war ragnarok ps4,-2.1920948028564453,
Thrustmaster hotas 4 pour ps5,210.7,Thrustmaster,0,https://www.vinted.it/items/8271019625-thrustmaster-hotas-4-pour-ps5?referrer=catalog,1,8271019625,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_000e0_c4HDJ7ANC6aJ1bRM9mc6Hq7t/310x430/1772188302.webp?s=dc0e4b98125121b824d08836786fe4b64a0c3da7,2,10,thrustmaster hotas 4 pour ps5,thrustmaster,thrustmaster hotas 4 pour ps5 | thrustmaster | 0,-1,-1,,,unassigned_product
videogioco House Of Ashes ps4,16.45,No brand,0,https://www.vinted.it/items/8271424528-videogioco-house-of-ashes-ps4?referrer=catalog,3,8271424528,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/04_02465_ihVGoLCGc37J66yR6NkhsbY7/310x430/1772191337.webp?s=6e0717bddc658875b633ea200894c3cf295deb4a,2,10,videogioco house of ashes ps4,no brand,videogioco house of ashes ps4 | no brand | 0,-1,-1,,,unassigned_product
God of war videojuego play 4,16.45,No brand,0,https://www.vinted.it/items/8271407955-god-of-war-videojuego-play-4?referrer=catalog,0,8271407955,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_01f47_gNPChqyKqzaE4v5LYqTCEpzk/310x430/1772191209.webp?s=17513a05f16ba508cfe0be69841df31279c70748,2,10,god of war videojuego play 4,no brand,god of war videojuego play 4 | no brand | 0,32,113,god of war videojuego play,-0.48177894949913025,
Gang beasts,26.95,No brand,0,https://www.vinted.it/items/8271403826-gang-beasts?referrer=catalog,0,8271403826,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_014a7_jgX6jKMVuc3z3Uw87sCJ1FzZ/310x430/1772191179.webp?s=a33f8ee6e56ea764b611461e2006edc3b2084e8e,2,10,gang beasts,no brand,gang beasts | no brand | 0,-1,-1,,,unassigned_product
The Witcher,8.05,No brand,0,https://www.vinted.it/items/8271397382-the-witcher?referrer=catalog,0,8271397382,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_01211_eYDmwYuXj5J3nFEibh7UkwWp/310x430/1772191129.webp?s=9e80e8a304e3d4154c3115f18e2d0576cca7daf1,2,10,the witcher,no brand,the witcher | no brand | 0,-1,-1,,,unassigned_product
Juego playstation 4,21.7,No brand,0,https://www.vinted.it/items/8271394239-juego-playstation-4?referrer=catalog,0,8271394239,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_002dc_FT2GeGuF3oKjE1Zuz9r1fJGb/310x430/1772191106.webp?s=11445d583c7db73ab66fca9bc44538690f510a92,2,10,juego playstation 4,no brand,juego playstation 4 | no brand | 0,47,98,juego playstation,-1.348981499671936,
Controller,16.45,Amazon,0,https://www.vinted.it/items/8271390939-controller?referrer=catalog,0,8271390939,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_00522_wgWDrr14kuDzA3TF4zq2oKdE/310x430/1772191080.webp?s=7bbabb5efb52bb1d5870f7880d3b38e4e50ef9b9,2,10,controller,amazon,controller | amazon | 0,-1,-1,,,unassigned_product
Tom Clancy's  The Division,8.05,No brand,0,https://www.vinted.it/items/8271385295-tom-clancys-the-division?referrer=catalog,0,8271385295,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/04_02576_MDtnypc28wPgYZ8WDBr1WPq8/310x430/1772191038.webp?s=1326c992dffc5705d0b4c1f51274a007cb5082fd,2,10,tom clancy s the division,no brand,tom clancy s the division | no brand | 0,-1,-1,,,unassigned_product
Juego playstation 4,11.2,No brand,0,https://www.vinted.it/items/8271383749-juego-playstation-4?referrer=catalog,0,8271383749,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_01dcd_LzZxssYJ8Ym3Fi4PGaPsC9Fj/310x430/1772191026.webp?s=e5b6f1c77502e741427130b317aeb8bbcc938fb7,2,10,juego playstation 4,no brand,juego playstation 4 | no brand | 0,47,98,juego playstation,0.0,
Gran turismo sport,9.1,No brand,0,https://www.vinted.it/items/8271381964-gran-turismo-sport?referrer=catalog,1,8271381964,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_01d56_1CEaLnnvPM4J57Wkh5R28DjP/310x430/1772191012.webp?s=1f8321fadef5c4e62755eab4652b0afb55d4c414,2,10,gran turismo sport,no brand,gran turismo sport | no brand | 0,43,127,gran turismo sport,0.19271157681941986,
Juego playstation 4 VR,16.45,No brand,0,https://www.vinted.it/items/8271375504-juego-playstation-4-vr?referrer=catalog,1,8271375504,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_0127f_Ewdj2Dm7SzHWsJphrkMz53if/310x430/1772190963.webp?s=45402079140dc599fa62fd0872c8049f614fa3fb,2,10,juego playstation 4 vr,no brand,juego playstation 4 vr | no brand | 0,47,98,juego playstation vr,-0.6744908094406128,
Fallout 76 ps4,8.05,No brand,0,https://www.vinted.it/items/8271374059-fallout-76-ps4?referrer=catalog,3,8271374059,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_02499_tJ3191GYoiZWgyT8QE6dq4Tm/310x430/1772190952.webp?s=0fddd5f92c06b0878092668fa92b0ba499fcd2ed,2,10,fallout 76 ps4,no brand,fallout 76 ps4 | no brand | 0,56,124,fallout 76 ps4,0.672349214553833,
Jeux ps4,9.1,No brand,0,https://www.vinted.it/items/8271363478-jeux-ps4?referrer=catalog,0,8271363478,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_00ce8_tJekKV756m7ufo19osBWXMJZ/310x430/1772190870.webp?s=b7411a1b6412632db8e8d4f74963be725d0e41c8,2,10,jeux ps4,no brand,jeux ps4 | no brand | 0,64,96,jeux ps4,0.6744906902313232,
Juego play 4,5.95,No brand,0,https://www.vinted.it/items/8271343254-juego-play-4?referrer=catalog,0,8271343254,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_01a12_rBkxbYYnAiyUPthT5pMKCb8o/310x430/1772190715.webp?s=e529cd3d34472072015ae8ea94c8fa37f9159ceb,2,10,juego play 4,no brand,juego play 4 | no brand | 0,47,98,juego play,0.6744906902313232,
Ps4 neuve,84.7,Sony,0,https://www.vinted.it/items/8271332472-ps4-neuve?referrer=catalog,0,8271332472,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_01a32_29ijSNb4KYQuimDdDaFFm9ny/310x430/1772190631.webp?s=029fe3d0de0c239827a25bdde18b0c203ba47a1c,2,10,ps4 neuve,sony,ps4 neuve | sony | 0,89,107,ps4 neuve,-2.950896739959717,
Tom Clancy's The Division 2,16.45,No brand,0,https://www.vinted.it/items/8271318381-tom-clancys-the-division-2?referrer=catalog,0,8271318381,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/01_02649_Z3oVjQWpQoTii73mWkv4ueU1/310x430/1772190523.webp?s=0f8f8b94fea5b9ecb49a749be43497fb07ee7f9b,2,10,tom clancy s the division 2,no brand,tom clancy s the division 2 | no brand | 0,-1,-1,,,unassigned_product
Assassins Creed Origins Steelbook Nieuw,47.95,Assassin's Creed,0,https://www.vinted.it/items/8271183398-assassins-creed-origins-steelbook-nieuw?referrer=catalog,6,8271183398,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_01978_U3uenMTPxXikEpg2J3KJuGih/310x430/1772189516.webp?s=4f72fcc10662fb8d4518e7a67b7fa64605ceeff2,2,10,assassins creed origins steelbook nieuw,assassin s creed,assassins creed origins steelbook nieuw | assassin s creed | 0,-1,-1,,,unassigned_product
Crash bandicoot n sane trilogy per ps4,11.2,No brand,0,https://www.vinted.it/items/8271309528-crash-bandicoot-n-sane-trilogy-per-ps4?referrer=catalog,18,8271309528,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/04_023d4_PJu9vJKsaPzX2D5ZJ1qd9Sek/310x430/1772190456.webp?s=92ecca6e60514bd633df74c3ead12f47a4ba4fac,2,10,crash bandicoot n sane trilogy per ps4,no brand,crash bandicoot n sane trilogy per ps4 | no brand | 0,20,125,crash bandicoot sane trilogy per ps4,0.6744908094406128,
Nendoroid Dejiko Di Gi Charat,105.7,No brand,0,https://www.vinted.it/items/8271286377-nendoroid-dejiko-di-gi-charat?referrer=catalog,2,8271286377,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_00698_5hiVz5S6vF8k1oGufPmzYosw/310x430/1772190282.webp?s=258eea975c2820a54752a74579013105a88e7879,2,10,nendoroid dejiko di gi charat,no brand,nendoroid dejiko di gi charat | no brand | 0,-1,-1,,,unassigned_product
Pes2020,14.35,No brand,0,https://www.vinted.it/items/8271262651-pes2020?referrer=catalog,0,8271262651,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_00f15_mus3TGts5oq5cH4muXNStDhZ/310x430/1772190102.webp?s=2a416f490538f804e7eec7de5a2c73108abf1d47,2,10,pes2020,no brand,pes2020 | no brand | 0,4,126,pes2020,-0.6744899153709412,
Jeu PS4 ARK: Survival Evolved NEUF avec étiquette – Livraison rapide,18.55,No brand,0,https://www.vinted.it/items/8271254792-jeu-ps4-ark-survival-evolved-neuf-avec-etiquette-livraison-rapide?referrer=catalog,41,8271254792,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/04_01ee9_rCPbfde72gfTteF6eYZjDNex/310x430/1772190042.webp?s=c2027abfbde56a62e08b30cf119bcd17cf102503,2,10,jeu ps4 ark survival evolved neuf avec etiquette livraison rapide,no brand,jeu ps4 ark survival evolved neuf avec etiquette livraison rapide | no brand | 0,-1,-1,,,unassigned_product
Gran turismo 7 PS4. Sin abrir.,43.75,No brand,0,https://www.vinted.it/items/8271247383-gran-turismo-7-ps4-sin-abrir?referrer=catalog,0,8271247383,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_01261_4P4PRSUHmfPvfSB6y8W36Zqy/310x430/1772189987.webp?s=f4fb0742499e1a0a51e2d85a127f3e0a9d79275e,2,10,gran turismo 7 ps4 sin abrir,no brand,gran turismo 7 ps4 sin abrir | no brand | 0,43,127,gran turismo ps4 sin abrir,-1.8459744453430176,
Wargrove 💥 Playstation 4 💥 New/Neuf/Nuevo,16.44,No brand,0,https://www.vinted.it/items/8271244755-wargrove-playstation-4-newneufnuevo?referrer=catalog,8,8271244755,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_0218d_G7aTU5sC6Vs4mR1kGeGAyVHS/310x430/1772189968.webp?s=370f2aeb333410df0b7decb38bab3c0bf8738d30,2,10,wargrove playstation 4 new neuf nuevo,no brand,wargrove playstation 4 new neuf nuevo | no brand | 0,-1,-1,,,unassigned_product
Rahman légende,15.4,No brand,0,https://www.vinted.it/items/8271238164-rahman-legende?referrer=catalog,0,8271238164,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/04_0077f_RQJHxaPJwrUSs6vw45k2SHaV/310x430/1772189919.webp?s=93f62efa2fe7ca842d0bad6dab7769e4871f245b,2,10,rahman legende,no brand,rahman legende | no brand | 0,-1,-1,,,unassigned_product
Cofanetto Buzz x PlayStation 3,37.45,No brand,0,https://www.vinted.it/items/8271234848-cofanetto-buzz-x-playstation-3?referrer=catalog,0,8271234848,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_0214b_Ejc8UVP7hwwfSdULWrWBX8ZP/310x430/1772189894.webp?s=572d985e65eccc7b62e686cdc50f267bcf2a9aa0,2,10,cofanetto buzz x playstation 3,no brand,cofanetto buzz x playstation 3 | no brand | 0,-1,-1,,,unassigned_product
WD Black P10,100.45,WD_Black,0,https://www.vinted.it/items/8271224333-wd-black-p10?referrer=catalog,3,8271224333,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/01_0024b_RT9tUjZF85bdCGeMD9UsU4Cw/310x430/1772189849.webp?s=68d4c88fbe68b2b3f77aabe1a012ceb53f29ace4,2,10,wd black p10,wd black,wd black p10 | wd black | 0,-1,-1,,,unassigned_product
Mega man collection ps4 sealed,26.95,No brand,0,https://www.vinted.it/items/8271219570-mega-man-collection-ps4-sealed?referrer=catalog,16,8271219570,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/01_01a22_WWHQKqAg8HcBhQYa5pNHsvqw/310x430/1772189782.webp?s=00834d8ecf3b83b9b0a0eee97da842adf50916c1,2,10,mega man collection ps4 sealed,no brand,mega man collection ps4 sealed | no brand | 0,-1,-1,,,unassigned_product
Hori - Fighting Stick Mini for Playstation 4,32.2,Hori,0,https://www.vinted.it/items/8271208741-hori-fighting-stick-mini-for-playstation-4?referrer=catalog,0,8271208741,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/04_00365_goL7FifzH9c3GNWb93TP32Pv/310x430/1772189703.webp?s=d79c10274ffe2fa1019aaafa3ecd644ddf548013,2,10,hori fighting stick mini for playstation 4,hori,hori fighting stick mini for playstation 4 | hori | 0,-1,-1,,,unassigned_product
PES 2021,13.83,No brand,0,https://www.vinted.it/items/8271206615-pes-2021-2020-stagione-2026-ps4ps5-pen-usb?referrer=catalog,3,8271206615,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/03_00831_TyxzqiLDkfxQatLQRpNtJEq4/310x430/1772189687.webp?s=bf0827b3efc62a425fd50b48399b7d222d67b1fa,2,10,pes 2021,no brand,pes 2021 | no brand | 0,4,126,pes 2021,0.0,
MediEvil PS4 Game,16.45,No brand,0,https://www.vinted.it/items/8271191561-medievil-ps4-game?referrer=catalog,0,8271191561,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_00b79_4Q31SMNmwwmxRka1yes1yoZ7/310x430/1772189576.webp?s=12b7ba14531d46b0e08964577ab811510ee265e0,2,10,medievil ps4 game,no brand,medievil ps4 game | no brand | 0,64,96,medievil ps4 game,-0.14628872275352478,
Jeux PS4 - Assasin’s Creed - Origins,11.2,No brand,0,https://www.vinted.it/items/8271186040-jeux-ps4-assasins-creed-origins?referrer=catalog,3,8271186040,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_014e4_pPhf416XeXxyjz8EK1wwPfKL/310x430/1772189535.webp?s=0e7fd92dd73205fe360d3da726060e35f6781447,2,10,jeux ps4 assasin s creed origins,no brand,jeux ps4 assasin s creed origins | no brand | 0,-1,-1,,,unassigned_product
On Rush Day One Edition per Ps4,16.45,No brand,0,https://www.vinted.it/items/8271177136-on-rush-day-one-edition-per-ps4?referrer=catalog,0,8271177136,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_00285_jyt7U2scDBCenDiWugcc7b4v/310x430/1772189470.webp?s=e6c28b915fb20024b11893be0ad9e9cfdc3d6d31,2,10,on rush day one edition per ps4,no brand,on rush day one edition per ps4 | no brand | 0,-1,-1,,,unassigned_product
🎮 Grand Theft Auto V – Premium Edition (PS4) 🎮,17.5,No brand,0,https://www.vinted.it/items/8271171095-grand-theft-auto-v-premium-edition-ps4?referrer=catalog,0,8271171095,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/05_00f48_fCj7BvJ5EyfquLaRLxWbXZdB/310x430/1772189425.webp?s=506190a63add8d7ef8d5f52d7b96ecd48743fa02,2,10,grand theft auto v premium edition ps4,no brand,grand theft auto v premium edition ps4 | no brand | 0,-1,-1,,,unassigned_product
Jeux PS4 - Call Of Duty - Infinite Warefare & Modern Warefar remastered,16.45,No brand,0,https://www.vinted.it/items/8271165988-jeux-ps4-call-of-duty-infinite-warefare-modern-warefar-remastered?referrer=catalog,0,8271165988,Sold,28/02/2026 01:00:18,,https://images1.vinted.net/t/06_00313_RZnepGayBSJDfFa7RiJj6JFK/310x430/1772189387.webp?s=1ace25186397e9ef7b23605fd8085cd33d33b982,2,10,jeux ps4 call of duty infinite warefare modern warefar remastered,no brand,jeux ps4 call of duty infinite warefare modern warefar remastered | no brand | 0,-1,-1,,,unassigned_product
Stick arcade pro fight,26.95,Arcade,0,https://www.vinted.it/items/8272210794-stick-arcade-pro-fight?referrer=catalog,3,8272210794,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_017d1_HLoAXjanL73sx4cTwXY4TPwU/310x430/1772197500.webp?s=586615d98b1550c86ca9bb92df0f6c68e584b05f,2,9,stick arcade pro fight,arcade,stick arcade pro fight | arcade | 0,-1,-1,,,unassigned_product
Gioco ps4 call of duty black ops 4,4.9,No brand,0,https://www.vinted.it/items/8272196356-gioco-ps4-call-of-duty-black-ops-4?referrer=catalog,1,8272196356,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/01_01966_23w14HseQKSfUc6ZNYvhssDB/310x430/1772197395.webp?s=88d1a54e5b434c07afb605ac23c795d5a5cd238f,2,9,gioco ps4 call of duty black ops 4,no brand,gioco ps4 call of duty black ops 4 | no brand | 0,15,100,gioco ps4 call of duty black ops,0.5791850090026855,very_low_vs_variant_median
FIFA 23 edition ps4,8.58,No brand,0,https://www.vinted.it/items/8272195173-fifa-23-edition-ps4?referrer=catalog,1,8272195173,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_01b95_23om3gqkdrGWDLjSq2YsERrC/310x430/1772197387.webp?s=e2ad41c97a2c00aae9b2012f140caa1b6eb38bae,2,9,fifa 23 edition ps4,no brand,fifa 23 edition ps4 | no brand | 0,5,99,fifa 23 edition ps4,0.17707064747810364,
Crash bandicoot trilogies ps4,21.7,No brand,0,https://www.vinted.it/items/8272189714-crash-bandicoot-trilogies-ps4?referrer=catalog,0,8272189714,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/01_00e9f_sUXQwXzAdS6zUpuBP7oRTQ3B/310x430/1772197348.webp?s=fa28307b960d7e290f6d8a6a01fa35817e7fc1f2,2,9,crash bandicoot trilogies ps4,no brand,crash bandicoot trilogies ps4 | no brand | 0,20,125,crash bandicoot trilogies ps4,-0.2248302847146988,
The Last Of Us Part II edition Ps4,21.7,No brand,0,https://www.vinted.it/items/8272181093-the-last-of-us-part-ii-edition-ps4?referrer=catalog,1,8272181093,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/06_004d1_6a8nqYuqtUFHdjbcjAE5fH8M/310x430/1772197284.webp?s=9b93a09dd841ba5c1c1befee38f9706f957bcd33,2,9,the last of us part ii edition ps4,no brand,the last of us part ii edition ps4 | no brand | 0,74,128,the last of us part ii edition ps4,-0.4496605694293976,
Je vend se casque gaming led,16.45,PlayStation,0,https://www.vinted.it/items/8272177575-je-vend-se-casque-gaming-led?referrer=catalog,0,8272177575,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/06_00750_QRa19iegsLHxFVcBHtDAjLNA/310x430/1772197259.webp?s=7792271e100d7642e1e58350d3f2995dc91681b5,2,9,je vend se casque gaming led,playstation,je vend se casque gaming led | playstation | 0,-1,-1,,,unassigned_product
DOOM - PS4 (100% Uncut),11.2,No brand,0,https://www.vinted.it/items/8243173259-doom-ps4-100-uncut?referrer=catalog,0,8243173259,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_0160d_K7NHhA2FfQeevLm1c6GH6A9w/310x430/1771849987.webp?s=f37834424467fdc305acba35800e7c015d21d7ad,2,9,doom ps4 100 uncut,no brand,doom ps4 100 uncut | no brand | 0,62,115,doom ps4 100 uncut,0.674490749835968,
Call of duty black ops 7,80.4,No brand,0,https://www.vinted.it/items/8272174382-call-of-duty-black-ops-7?referrer=catalog,0,8272174382,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_015a2_SEnHXKrtys8Ky6X9ZFFsfUhm/310x430/1772197235.webp?s=a7b94b653a9180e7b7e8c6dbb5f513b01d4b09fe,2,9,call of duty black ops 7,no brand,call of duty black ops 7 | no brand | 0,15,100,call of duty black ops,-7.77562141418457,
The crew,11.2,No brand,0,https://www.vinted.it/items/8272158654-the-crew?referrer=catalog,2,8272158654,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_0111c_9XaGtaygGhPGWEwttXyoz3jw/310x430/1772197121.webp?s=ebe5cdf0b3a4e10f6c51e107f1e95e847fca54c9,2,9,the crew,no brand,the crew | no brand | 0,-1,-1,,,unassigned_product
Gran turismo,11.2,No brand,0,https://www.vinted.it/items/8272152661-gran-turismo?referrer=catalog,2,8272152661,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/03_015e6_hfRgKQXWJd9Vs54i73Zxwpss/310x430/1772197077.webp?s=2b3953463ebd32ab9583a5ac772faef6d5785689,2,9,gran turismo,no brand,gran turismo | no brand | 0,43,127,gran turismo,0.0,
Jeu PS4 the quarry,10.15,No brand,0,https://www.vinted.it/items/8272141768-jeu-ps4-the-quarry?referrer=catalog,13,8272141768,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/01_00e2d_3KXGhsqsanUhweFBLybmmXsX/310x430/1772196998.webp?s=65cd664b2d2fe23ab49f92a3498828b10489caf4,2,9,jeu ps4 the quarry,no brand,jeu ps4 the quarry | no brand | 0,62,115,jeu ps4 the quarry,0.8093888163566589,
Kyurinaga's Revenge - PS4,25.9,No brand,0,https://www.vinted.it/items/8272131675-kyurinagas-revenge-ps4?referrer=catalog,0,8272131675,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_01b5c_gcpyBm22oeDMib5wZyNjonbN/310x430/1772196925.webp?s=ec4e29648e19915a593e280f7eb120c10371663b,2,9,kyurinaga s revenge ps4,no brand,kyurinaga s revenge ps4 | no brand | 0,-1,-1,,,unassigned_product
PlayStation 4 - Persona 5 Strikers,11.2,No brand,0,https://www.vinted.it/items/8244012324-playstation-4-persona-5-strikers?referrer=catalog,3,8244012324,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_0057c_oDLneBfFLqDt4hAiGB34EDf6/310x430/1771854989.webp?s=88a325dbc04fb6a6b22ad75c331ed8877595367f,2,9,playstation 4 persona 5 strikers,no brand,playstation 4 persona 5 strikers | no brand | 0,83,129,playstation persona strikers,0.0,
Apsulov - PS4,16.45,No brand,0,https://www.vinted.it/items/8272122675-apsulov-ps4?referrer=catalog,5,8272122675,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/01_00549_5kmcpCawvWzZ2JQovCuXcoKA/310x430/1772196859.webp?s=4b91864658f98092518ddc33495104b59780e13f,2,9,apsulov ps4,no brand,apsulov ps4 | no brand | 0,62,115,apsulov ps4,0.0,
DragonBall FighterZ,11.2,No brand,0,https://www.vinted.it/items/8272122528-dragonball-fighterz?referrer=catalog,0,8272122528,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/06_01102_aJbCMhLzykXGtqg82qRUaJ75/310x430/1772196858.webp?s=81d9573241bb67cd97f5a1caba5103471980ac50,2,9,dragonball fighterz,no brand,dragonball fighterz | no brand | 0,-1,-1,,,unassigned_product
Ps4 juegos,37.45,No brand,0,https://www.vinted.it/items/8272121321-ps4-juegos?referrer=catalog,2,8272121321,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/05_00b33_1KizpGP3eybm8DKCBEp2zdpd/310x430/1772196850.webp?s=9c469f702449c3007d20d82cae452719d11b46eb,2,9,ps4 juegos,no brand,ps4 juegos | no brand | 0,64,96,ps4 juegos,-2.3607177734375,
Persona 5 Tactica P5T - PS4,15.4,No brand,0,https://www.vinted.it/items/8272109088-persona-5-tactica-p5t-ps4?referrer=catalog,1,8272109088,Sold,28/02/2026 00:59:51,,https://images1.vinted.net/t/01_024e5_bQbaMRmgaDjhhd44DsckS56u/310x430/1772196760.webp?s=6953a69840ae71a4781e3dc04034d94f01a05ecb,2,9,persona 5 tactica p5t ps4,no brand,persona 5 tactica p5t ps4 | no brand | 0,62,115,persona tactica p5t ps4,0.13489829003810883,
